Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Close
15269215667539.754,1343570237810.1482,-38990450760087.055,-13468334484112.443,19966726392704.797,29404823760931.887,5194069398895.767,1198366760657.935,-11267307141593.334,-31983185838650.316,9427587432143.98,-1534048367209.7214,784.6918604651163
15151915521274.803,1333248789976.4553,-38690920804157.59,-13364868987577.914,19813339506826.63,29178931916732.79,5154167857878.223,1189160701170.0178,-11180750053491.807,-31737486811570.418,9355163263095.729,-1522263738049.8777,789.0697674418604
17113263986841.332,1505831961642.8164,-43699289519749.875,-15094892207775.176,22378088748124.652,32956015696344.293,5821352102610.918,1343092296842.1624,-12628048712345.842,-35845764254644.45,10566147759394.33,-1719314033339.8928,773.5337209302324
18395706731149.855,1618676788743.1743,-46974049668402.75,-16226081138149.883,24055069693193.4,35425690798894.86,6257595628701.976,1443741633501.355,-13574376005089.348,-38531992858645.85,11357959241934.73,-1848156934418.7034,772.2220930232559
13587432095221.867,1195586641398.9907,-34695960324636.586,-11984903841497.82,17767549361786.484,26166114506739.12,4621983651841.041,1066376066744.3109,-10026302026809.73,-28460490571805.504,8389212828326.885,-1365085215583.3838,782.9686046511629
13241053698773.754,1165108100171.8433,-33811471565221.52,-11679378025507.936,17314609163357.11,25499073340789.324,4504157470910.515,1039191403817.4497,-9770705903976.598,-27734959940168.562,8175350270831.426,-1330285741074.663,797.7906976744187
10643470573940.438,936541273055.1775,-27178456518996.57,-9388158848245.186,13917890197391.479,20496755191712.195,3620547764775.47,835326521791.8607,-7853923402948.65,-22294013392868.402,6571539038080.781,-1069314928352.1847,808.7418604651164
11453218260700.285,1007792685251.5797,-29246174265911.02,-10102403357237.705,14976753431046.49,22056133850190.707,3895996484394.959,898877582757.754,-8451444333069.998,-23990126145753.613,7071497075918.169,-1150667645519.595,814.7441860465116
18423022740517.082,1621080386529.2654,-47043802079962.484,-16250175466272.057,24090789366072.266,35478294897218.58,6266887618127.864,1445885475472.0986,-13594532784125.924,-38589209524850.54,11374824835544.852,-1850901263209.6155,817.0186046511628
10333246101163.982,909243988821.3798,-26386288042231.59,-9114522899962.885,13512226491256.424,19899337791932.684,3515019930974.4863,810979326567.7006,-7625005657143.574,-21644211425055.633,6379998850491.333,-1038147693660.9406,820.9279069767442
8176034661838.131,719426441101.013,-20877776805147.965,-7211737208814.65,10691357924322.459,15745069275033.994,2781209752624.8516,641675909718.3301,-6033177739947.711,-17125675849255.729,5048083719536.814,-821419681882.084,829.8151162790698
13158437491043.71,1157838464445.565,-33600508221530.83,-11606505624734.242,17206576142436.396,25339974383178.625,4476054229298.286,1032707509046.2421,-9709742701310.785,-27561910177690.57,8124341231932.268,-1321985456280.1184,834.0651162790698
15239578973425.006,1340962472909.277,-38914772515361.78,-13442193253830.268,19927972216827.94,29347750679681.0,5183988006216.521,1196040783458.9106,-11245437872117.79,-31921108387683.01,9409288911941.102,-1531070915032.5188,830.7511627906978
16378690054071.148,1441195254894.4636,-41823530600211.73,-14446955363579.807,21417526150912.92,31541403669170.273,5571474968399.657,1285441095568.8083,-12085999308164.537,-34307111905509.496,10112603908936.076,-1645513727216.0784,834.1093023255813
15243399616985.63,1341298711297.291,-38924528551021.27,-13445563355668.527,19932968469849.46,29355108269640.17,5185287657567.552,1196340590392.8718,-11248257013297.88,-31929111276886.918,9411647658327.48,-1531454914911.5,823.3488372093024
14997552991685.332,1319666144817.4355,-38296750976271.586,-13228712345180.549,19611488126850.16,28881666985836.05,5101658968160.153,1177045923124.2703,-11066844330598.574,-31414156284160.812,9259855947658.307,-1506755502020.1191,818.6662790697675
15473887712641.857,1361579819864.8457,-39513087557600.6,-13648867190134.953,20234365201876.844,29798972674359.74,5263691883848.94,1214429883897.689,-11418336515679.18,-32411895913641.0,9553956696175.443,-1554611271275.3894,810.0906976744186
18969408572472.914,1669158077179.7896,-48439016444069.31,-16732119574774.85,24805268747132.637,36530502118087.56,6452749554754.909,1488767179878.5464,-13997716220244.88,-39733679682192.195,11712176612080.61,-1905795010698.843,824.2151162790698
18522988706658.723,1629876659358.4126,-47299068472374.46,-16338351345023.203,24221509672026.004,35670805225653.06,6300892655453.63,1453731019176.7458,-13668298534968.041,-38798600270524.78,11436546061456.146,-1860944654096.0457,844.0488372093023
14157997360544.396,1245791911779.4011,-36152917678687.664,-12488175585434.68,18513646790084.09,27264885478773.277,4816070612241.941,1111155450868.691,-10447327760150.172,-29655607348408.51,8741493662417.935,-1422408146170.9321,851.7546511627907
12254641433086.787,1078311623735.8439,-31292634965567.844,-10809305162020.139,16024731257615.637,23599481407596.703,4168613469932.92,961775271312.766,-9042822413008.191,-25668802251946.78,7566315204689.743,-1231184124646.814,853.6279069767442
15123310550039.666,1330731879458.3005,-38617877092807.31,-13339637923127.434,19775934711565.535,29123845727471.363,5144437436688.335,1186915662358.011,-11159641962874.424,-31677570604500.01,9337501539764.36,-1519390084927.123,858.1953488372093
17094167785654.09,1504151713211.9,-43650526700373.836,-15078048364885.934,22353117913205.14,32919241044193.99,5814856234164.093,1341593543762.2407,-12613957295661.1,-35805765138331.06,10554357092281.121,-1717395646238.0947,859.4941860465116
18005610824453.645,1584351504988.7932,-45977926762127.94,-15881994030637.41,23544962663720.086,34674460274803.29,6124898241476.773,1413125880172.276,-13286520180147.207,-37714890829358.83,11117104254826.812,-1808965422125.681,853.7953488372092
14362336253814.57,1263772119794.4197,-36674703792436.21,-12668414346260.457,18780849689390.56,27658392832207.105,4885579772246.191,1127192479500.2844,-10598111460452.762,-30083619388529.594,8867657487168.379,-1442937430434.8816,858.8069767441859
13737639209390.64,1208803693873.6262,-35079519269527.87,-12117395274327.314,17963967108331.56,26455377219535.35,4673079030438.104,1078164710855.5593,-10137141367117.854,-28775117277914.46,8481954372964.496,-1380176029751.64,844.3058139534884
13688729516625.285,1204500008646.4578,-34954626696507.566,-12074254045474.375,17900010486954.668,26361188913476.098,4656441603341.187,1074326155646.9952,-10101050435327.729,-28672670046457.715,8451756371976.511,-1375262211857.9646,851.2372093023257
21564634139417.773,1897517350801.2966,-55066011344905.086,-19021259055685.12,28198904466491.484,41528280088328.79,7335557276998.054,1692447083757.2014,-15912759259157.887,-45169687725359.52,13314532557636.979,-2166528763243.898,863.9674418604651
14013400468311.736,1233068430518.9531,-35783684788692.71,-12360632572273.389,18324564911226.098,26986426766091.305,4766883640732.632,1099807181134.473,-10340628490171.717,-29352731779362.953,8652216329684.565,-1407880732572.3838,857.6197674418605
20706894035503.773,1822042986091.9656,-52875743528810.53,-18264682489306.766,27077284099519.812,39876479758693.09,7043783189540.562,1625129499355.5483,-15279824333759.674,-43373049183399.53,12784942941199.889,-2080354323925.2798,850.3546511627907
12743527887034.64,1121329733168.756,-32541022884946.473,-11240531348635.896,16664021458194.729,24540958754165.316,4334916067657.4844,1000144353560.5133,-9403576727470.322,-26692832930147.742,7868165815115.559,-1280300850882.9634,860.7441860465116
17926654255473.336,1577403905055.4927,-45776308608681.54,-15812349688028.756,23441715249629.64,34522409012633.684,6098039895146.258,1406929208724.081,-13228257466563.082,-37549506815389.695,11068354724446.785,-1801032783547.076,868.1104651162791
11400403505431.79,1003145415198.0406,-29111309856443.73,-10055817670757.951,14907690480145.982,21954425266400.777,3878030682325.9824,894732514174.0565,-8412471712248.164,-23879499300867.74,7038887861265.877,-1145361610535.702,871.0837209302325
12880390381943.025,1133372564895.6016,-32890505915824.043,-11361252044896.123,16842989204705.562,24804522943930.84,4381472052959.3833,1010885667475.0182,-9504568920951.287,-26979507805018.824,7952668024074.71,-1294050980258.7278,872.1302325581395
13954087941102.256,1227849444144.3164,-35632228279644.11,-12308315569172.967,18247005287104.145,26872205195399.21,4746707543062.636,1095152166853.4576,-10296861100544.895,-29228494752184.54,8615595199765.067,-1401921885416.5461,878.8418604651162
10740343163118.594,945065297692.136,-27425823986052.402,-9473606122786.574,14044565208003.63,20683308494385.484,3653500550442.3203,842929353105.6703,-7925406705313.039,-22496924541450.805,6631350611316.142,-1079047362170.3611,879.1058139534885
12672030407400.912,1115038507973.988,-32358451687805.32,-11177466400386.195,16570528029209.049,24403271858618.31,4310595047525.503,994533056836.8734,-9350818046783.746,-26543072929985.06,7824021561880.087,-1273117706753.8525,872.6395348837209
14057007965242.764,1236905503281.6763,-35895038054721.234,-12399096862445.54,18381587881420.14,27070404321220.16,4781717438617.365,1103229653372.629,-10372807032996.523,-29444072736999.004,8679140867021.886,-1412261709607.6982,848.6558139534883
15434901563782.4,1358149296883.1,-39413535112031.66,-13614479059646.25,20183384921732.156,29723894731866.37,5250430111946.377,1211370182716.0981,-11389568355696.066,-32330234620251.383,9529885872902.195,-1550694356497.73,842.4139534883722
17356576464584.283,1527241549117.3037,-44320595860463.05,-15309507936794.24,22696255337918.64,33424576692614.06,5904118746891.885,1362188047330.8896,-12807591345542.436,-36355411059147.32,10716374754628.586,-1743758938386.6035,835.846511627907
14560090071528.756,1281172810529.501,-37179675006943.44,-12842844574702.766,19039441379409.934,28039219059875.098,4952848914141.365,1142712767540.2827,-10744036213089.91,-30497838223149.594,8989755825849.574,-1462804855169.5627,855.7325581395348
10720180790577.973,943291167899.2394,-27374338537825.805,-9455821702737.436,14018200010566.951,20644480499399.324,3646641971621.7686,841346918588.8524,-7910528603940.57,-22454692027633.625,6618901762030.891,-1077021790623.5039,856.9383720930232
12009569367744.207,1056747152142.1095,-30666835339623.395,-10593137256617.88,15704263569433.045,23127531747052.3,4085248249669.5317,942541426935.893,-8861981418850.322,-25155469590060.113,7415001907452.967,-1206562380828.9326,845.6593023255814
13739227175485.078,1208943391987.938,-35083574114261.84,-12118795891290.25,17966043482687.727,26458435192741.965,4673619193028.801,1078289346250.7622,-10138313185062.55,-28778443316180.254,8482934908105.721,-1380335532701.4565,844.9546511627908
21792664297640.78,1917582186645.9292,-55648293934742.69,-19222394860187.297,28497087106087.59,41967411110393.6,7413125399058.265,1710343471611.1748,-16081025017675.412,-45647323936708.27,13455323992599.836,-2189438187059.4814,830.6709302325581
18423927556768.777,1621159998338.083,-47046112612598.97,-16250973563703.004,24091972534636.418,35480037385076.89,6267195407902.032,1445956495568.2944,-13595200480590.158,-38591104799046.625,11375383513609.115,-1850992138171.7656,806.739534883721
19959649275908.973,1756291445829.0095,-50967629065643.625,-17605569380331.1,26100152947971.72,38437466705525.93,6789595866488.868,1566483771549.5444,-14728424718836.871,-41807856503016.64,12323575404631.76,-2005281301029.205,809.6837209302325
16274833909226.643,1432056780651.079,-41558330199996.49,-14355348255752.213,21281719263087.113,31341401641538.816,5536146614939.157,1277290137685.6243,-12009362632055.902,-34089572836496.31,10048480355385.535,-1635079840290.0198,805.6453488372093
28973543521418.383,2549442848198.5093,-73984908227088.7,-25556347254770.895,37887134220786.86,55796051269014.0,9855817024906.227,2273917040106.2847,-21379867576748.2,-60688528600788.47,17888974357563.117,-2910877860876.02,770.189534883721
19709085459271.445,1734243770407.3247,-50327806121435.51,-17384557495981.818,25772504059272.31,37954941325939.984,6704362555197.531,1546818926891.7842,-14543531292302.143,-41283020772380.91,12168871340169.111,-1980107843052.93,775.9604651162791
19456510679312.254,1712019171909.8567,-49682847970529.07,-17161771850033.766,25442225637569.523,37468543233308.336,6618445175162.695,1526996222175.466,-14357153854046.371,-40753972824352.695,12012925532668.361,-1954732459980.6858,766.2372093023255
19566985620254.67,1721740055341.1047,-49964949405584.64,-17259217092366.271,25586687596926.26,37681291276361.63,6656024996205.075,1535666593378.6445,-14438674492919.8,-40985375605539.68,12081135580468.586,-1965831442439.5579,737.0372093023256
17958165603502.51,1580176632059.0217,-45856773888434.62,-15840144487967.668,23482920846147.344,34583092253698.34,6108758984276.761,1409402312512.0178,-13251510055233.607,-37615511011806.516,11087810678872.445,-1804198577342.7996,746.539534883721
16400129724638.787,1443081799702.625,-41878277387197.28,-14465866423138.686,21445561723414.484,31582691232820.21,5578768013294.25,1287123708116.9775,-12101819771953.47,-34352019817842.223,10125841186801.59,-1647667795370.3616,739.2930232558139
15322050907235.31,1348219389832.1135,-39125367309451.945,-13514938349244.918,20035816441477.8,29506571716036.57,5212042165591.706,1202513364549.864,-11306294646927.484,-32093855733847.062,9460208968646.693,-1539356695578.9624,761.2348837209302
14640865563571.85,1288280442841.026,-37385937849797.01,-12914093302730.742,19145067161805.938,28194773160643.805,4980326009357.166,1149052229390.7974,-10803641216505.887,-30667032043514.78,9039628556272.457,-1470920170734.9993,749.789534883721
13706022235624.695,1206021574679.1174,-34998784194811.164,-12089507125438.309,17922623022461.96,26394490463049.004,4662323988637.537,1075683358732.0054,-10113811014071.566,-28708891513589.72,8462433498330.939,-1376999449990.229,752.9081395348837
12391219689467.111,1090329392788.5621,-31641392177792.957,-10929775062396.45,16203327091773.777,23862498207317.688,4215072765296.529,972494316904.0707,-9143604992823.541,-25954881557732.066,7650642128595.297,-1244905580887.0198,763.6581395348838
15109779545187.803,1329541147473.3535,-38583325233623.25,-13327702599289.367,19758240541173.355,29097788221803.965,5139834628845.32,1185853773455.157,-11149657528077.688,-31649228012566.19,9329147520017.111,-1518030436319.3628,742.9093023255814
14149498541085.793,1245044045774.285,-36131215764536.02,-12480679087877.453,18502533190857.68,27248518861528.613,4813179607588.117,1110488482468.97,-10441056518409.898,-29637805499180.645,8736246453489.244,-1421554174828.2278,736.5837209302325
