Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Close
34949834536159.797,3075308968667.19,-89245566855764.92,-30827782511897.33,45702005385326.9,67304945475904.41,11888748597206.451,2742951747073.963,-25789833252990.29,-73206579485707.95,21578883677622.027,-3511295670092.707,-3316710108340.7656,49323367044359.99,1649.7163265306124
37628847202340.375,3311040936640.2583,-96086514310264.17,-33190827167786.51,49205205249421.69,72464076849158.03,12800057827180.234,2953207356105.9897,-27766703272680.195,-78818089394623.03,23232971417767.99,-3780447647198.3584,-3570946130866.2437,53104154622697.72,1638.2663265306123
30301950358645.047,2666331842175.439,-77377040224248.31,-26728078832213.195,39624218685213.1,58354242685024.555,10307696032533.652,2378174118365.0317,-22360113272993.89,-63471034046449.97,18709166610478.457,-3044337570456.128,-2875629775091.915,42763986341430.414,1688.6102040816324
23922344901848.355,2104977108674.4033,-61086504664575.28,-21100896626836.58,31281954531263.953,46068662131492.74,8137570554384.629,1877486370233.793,-17652538112197.645,-50108192652159.33,14770241555190.105,-2403399822873.429,-2270210537942.5986,33760691980451.027,1691.226530612245
27938963391741.12,2458407747060.0,-71343073624923.42,-24643787191921.938,36534268902605.734,53803699716603.52,9503887942780.871,2192720756974.6428,-20616441125342.395,-58521477024747.945,17250200148470.78,-2806936391223.0503,-2651384326053.7993,39429192105785.76,1689.0551020408163
40582147286931.484,3570907845032.373,-103627864841136.55,-35795809021844.37,53067075373087.34,78151420092160.94,13804670353649.846,3184989924544.2573,-29945973353859.824,-85004127181909.5,25056411634026.016,-4077155650197.8535,-3851212040615.8687,57272034777792.59,1679.4418367346937
41404155923500.3,3643238137374.6987,-105726891487911.97,-36520868479575.35,54141971553628.26,79734410543910.55,14084289869823.709,3249503311329.413,-30552541845079.586,-86725921951033.73,25563939998465.56,-4159740128660.519,-3929219783145.058,58432104606668.06,1722.4112244897958
30335308990457.414,2669267224496.5625,-77462222025114.86,-26757503139200.35,39667840322837.93,58418482995372.57,10319043466879.441,2380792043317.6196,-22384728540147.395,-63540907616430.945,18729762543402.355,-3047689421585.0327,-2878795516517.06,42811063160105.44,1735.2112244897958
30845483247715.64,2714158477651.755,-78764969185688.72,-27207506422040.242,40334967286823.34,59400955636197.234,10492587480598.58,2420831904763.899,-22761191471343.957,-64609528037584.72,19044756965041.098,-3098944754888.2354,-2927210507782.7837,43531053195631.39,1717.7295918367347
28068536438342.086,2469809157769.437,-71673942905646.47,-24758078200813.695,36703704523717.38,54053226296383.64,9547964331210.686,2202890028316.329,-20712054466253.383,-58792883203660.79,17330201834008.521,-2819954094843.173,-2663680601692.2427,39612053937536.125,1707.2969387755102
28995001281968.543,2551330663372.3706,-74039701948166.92,-25575273882955.684,37915192086484.76,55837374088138.62,9863116271865.926,2275601428858.488,-21395702416664.54,-60733473694174.38,17902224281392.684,-2913032743906.268,-2751601294325.455,40919538942480.57,1722.5673469387757
33438914378247.793,2942359893790.8203,-85387381097623.47,-29495063087318.72,43726256559491.93,64395277464622.46,11374784757936.238,2624370872582.2246,-24674910082678.598,-70041776885350.01,20646004739064.01,-3359498601774.625,-3173324877364.0957,47191062845074.7,1760.9520408163264
22331429103548.57,1964989060229.5376,-57024049406332.7,-19697616675804.477,29201599879746.06,43004943155091.26,7596395055318.433,1752627488244.9712,-16478585960998.568,-46775831064352.52,13787971798185.04,-2243565108384.631,-2119233827812.2234,31515494872989.05,1752.9316326530611
27265798427611.46,2399174574932.963,-69624124756087.77,-24050016731066.676,35654007520752.88,52507346740333.73,9274900098122.916,2139889132669.0244,-20119706075953.473,-57111453144338.555,16834571767728.656,-2739305602182.7905,-2587501379443.8125,38479180595777.805,1732.2816326530613
30993306027436.812,2727165662599.6206,-79142439506961.47,-27337894585148.22,40528266966152.22,59685626537699.01,10542871756500.305,2432433415736.8706,-22870271443810.21,-64919160263823.73,19136026474854.86,-3113795957368.3564,-2941238832394.6914,43739669831751.36,1717.9173469387754
37205427750987.81,3273783237627.615,-95005299537007.58,-32817346563374.31,48651521957278.93,71648673779428.45,12656024963261.336,2919976571911.7334,-27454258474861.57,-77931187065098.14,22971542727912.645,-3737907410781.1313,-3530763857329.233,52506600516696.21,1679.4632653061224
44595979228088.805,3924093298177.4956,-113877318693635.94,-39336241855970.62,58315745775240.7,85881091879253.33,15170039944958.49,3500005777489.0977,-32907820405850.543,-93411574773885.2,27534650101834.84,-4480412065767.488,-4232121054282.0947,62936603334132.67,1681.114285714286
37607059739256.555,3309123595614.0796,-96030880082815.9,-33171609109409.03,49176714125304.72,72422119884603.5,12792646507353.297,2951497667731.2876,-27750626821418.207,-78772452776204.12,23219520281237.766,-3778257967075.019,-3568878535908.608,53073408324062.836,1723.15306122449
29208612890867.457,2570126804695.542,-74585166340991.66,-25763691753733.965,38194520413142.555,56248738536114.164,9935779711207.758,2292366225516.619,-21553328581996.19,-61180908570496.125,18034113349188.008,-2934493599204.376,-2771872799209.8438,41221000955743.41,1702.6704081632654
29518852782906.53,2597425453592.4346,-75377374477184.92,-26037341371326.535,38600204274787.43,56846185849787.85,10041312824456.82,2316714685841.0327,-21782257812690.28,-61830742970821.99,18225663167457.07,-2965662276791.7065,-2801314277443.288,41658830978287.33,1712.5479591836736
31012426634883.887,2728848172281.3164,-79191264740357.45,-27354760190272.836,40553270080632.484,59722448352018.78,10549375969546.26,2433934065279.4985,-22884380708247.246,-64959210782209.055,19147831952595.023,-3115716979477.858,-2943053263055.647,43766654144629.63,1741.9530612244898
23264412868529.99,2047084281673.3865,-59406453345724.836,-20520562389513.062,30421612348257.805,44801643894837.664,7913764400580.6875,1825850228438.0056,-17167043549566.979,-48730075778790.94,14364018334345.805,-2337299478545.758,-2207773268260.8296,32832177844039.16,1734.3632653061225
23315999362366.914,2051623534301.9233,-59538181111060.74,-20566064731846.367,30489069433380.188,44900986991124.85,7931312369397.853,1829898813370.6943,-17205109590392.252,-48838129975351.68,14395868869600.088,-2342482342992.8774,-2212668820905.7104,32904979585771.45,1749.5948979591838
25442769271874.758,2238762373256.8,-64968959098833.55,-22441999111575.332,33270130865103.5,48996632586137.89,8654767384995.024,1996813206004.6394,-18774474694706.97,-53292901942419.375,15708989081289.838,-2556151703964.9443,-2414497486067.167,35906409283908.484,1726.7948979591836
25090755260810.016,2207787918045.7812,-64070079496837.625,-22131502292335.39,32809821201938.277,48318738487854.97,8535024141962.816,1969186235562.2637,-18514719997240.34,-52555566733262.39,15491646982580.873,-2520786035465.3784,-2381091679950.871,35409625225288.62,1717.1591836734694
36898979590207.33,3246818089050.7373,-94222773488970.72,-32547041128057.008,48250795998625.95,71058528086805.34,12551781579952.295,2895925659174.593,-27228127286187.195,-77289294647493.11,22782334154944.285,-3707119527338.313,-3501682555446.7334,52074121280587.78,1703.1448979591837
26820108625254.973,2359957319611.587,-68486040689158.42,-23656892270525.855,35071202844423.242,51649055489845.984,9123291495810.885,2104910252018.4453,-19790827140810.71,-56177902553718.28,16559392093546.57,-2694528571850.055,-2545205875452.9194,37850195414639.73,1700.2030612244898
63513385585650.586,5588675295617.77,-162183546410586.22,-56022492023665.59,83053012869400.39,122311450576549.81,21605100114805.594,4984691938442.465,-46867164547400.38,-133036329158550.38,39214720498342.484,-6380981674735.121,-6027367218101.872,89634017239134.08,1688.0581632653063
40001259474220.08,3519794355383.089,-102144548676347.47,-35283432406166.53,52307479917227.516,77032770604505.28,13607072069116.566,3139400433785.5356,-29517330463474.316,-83787388762959.75,24697757326353.55,-4018795731732.5063,-3796086090252.934,56452250366349.664,1739.234693877551
42199543445258.66,3713225872161.159,-107757940102572.97,-37222446322731.92,55182056450029.766,81266134942855.62,14354853729702.562,3311927400042.5884,-31139466452884.035,-88391955415215.03,26055031998698.47,-4239649929634.8574,-4004701417094.2583,59554604948830.3,1767.757142857143
36408753673240.51,3203682259820.3574,-92970965617748.64,-32114633839860.797,47609754563360.27,70114471740613.87,12385023453591.55,2857451529814.9365,-26866384567699.535,-76262458620405.27,22479656486421.715,-3657868295805.418,-3455160136360.699,51382284581480.28,1787.1153061224488
31453097029984.523,2767623549332.1196,-80316531402820.23,-27743456844745.816,41129510368441.25,60571073189040.26,10699277086122.78,2468519088330.1772,-23209556140969.574,-65882246945825.2,19419913137197.223,-3159989360157.5166,-2984872553352.971,44388555985894.08,1788.44693877551
32499497147450.273,2859698565996.0327,-82988548724739.55,-28666442568771.03,42497831517696.34,62586187087249.05,11055226900376.854,2550643116845.2744,-23981704964752.54,-68074056484262.1,20065985740727.64,-3265118057177.2656,-3084175128639.456,45865299832117.3,1803.2326530612245
34321659281196.13,3020034509252.637,-87641500369497.77,-30273695467342.195,44880574575003.78,66095231538449.04,11675064677174.637,2693650963172.2,-25326296455120.664,-71890791719056.39,21191032941613.035,-3448184946532.4575,-3257096770521.319,48436847332378.6,1809.523469387755
35452746848331.164,3119561354328.2725,-90529770012848.03,-31271380476681.863,46359636819964.195,68273433138549.516,12059822317383.922,2782421519057.992,-26160937093442.066,-74259989113127.03,21889393801506.25,-3561821844146.8003,-3364435993779.5337,50033107664603.67,1803.9479591836732
28741352237356.47,2529011659288.693,-73392000277293.77,-25351540815322.56,37583509406517.21,55348907023904.84,9776833442771.488,2255694274601.2993,-21208531865780.336,-60202175776344.54,17745614637249.88,-2887549834165.3237,-2727530244300.0205,40561572916554.85,1810.5489795918363
25085654163866.63,2207339138629.1367,-64057053785368.336,-22127002959503.973,32803151091676.1,48308915101186.336,8533288933075.228,1968785843410.1616,-18510955702950.176,-52544882216563.336,15488497181433.506,-2520273667228.8647,-2380607607475.833,35402426048963.83,1815.7602040816328
28625732023261.95,2518837982206.8564,-73096760255261.89,-25249557045313.562,37432319123993.19,55126250395238.914,9737503356517.164,2246620101440.0054,-21123214555596.875,-59959995573253.805,17674227869494.21,-2875933823023.1064,-2716558055491.0376,40398402476729.11,1794.242857142857
26960209447169.71,2372285167114.9673,-68843792973870.71,-23780469489549.17,35254405420569.24,51918856010780.21,9170949069250.79,2115905693885.6125,-19894208820352.184,-56471360716420.93,16645893540474.736,-2708604151869.338,-2558501297872.3105,38047914275741.81,1779.5806122448978
35822821135977.95,3152124912069.3,-91474767066723.45,-31597807380269.64,46843562793402.35,68986106854842.51,12185709023928.518,2811465905481.435,-26434018693489.4,-75035153617554.4,22117886821932.547,-3599001904788.587,-3399555826617.214,50555379412835.42,1777.0765306122448
35234331489600.55,3100342432550.3726,-89972039143998.95,-31078725272754.67,46074026582763.26,67852817810087.28,11985524792225.809,2765279764476.0083,-25999766380979.79,-73802492024459.36,21754539056470.598,-3539878174927.498,-3343708675234.4487,49724866566055.99,1809.386734693877
29118412066887.723,2562189947877.3677,-74354835087985.56,-25684129463565.953,38076570213376.59,56075033200072.4,9905096398014.504,2285286862326.886,-21486768026406.293,-60991972461328.53,17978420495054.26,-2925431852189.7324,-2763312979139.783,41093702865762.336,1827.0857142857144
32047384420866.812,2819916384623.856,-81834063637727.58,-28267653141277.62,41906628856109.23,61715527042498.984,10901433481123.307,2515160026699.6567,-23648086019313.62,-67127053109405.516,19786839624249.418,-3219696190876.5854,-3041270016616.5054,45227249631007.65,1826.7163265306124
28805788470200.582,2534681520980.1904,-73556540369600.77,-25408377269767.91,37667769182973.49,55472995629698.64,9798752449834.076,2260751385020.9717,-21256080005842.92,-60337145177053.17,17785399120605.734,-2894023510621.199,-2733645276982.5503,40652509229040.78,1838.6142857142856
38627978302515.24,3398956513900.5806,-98637829229414.0,-34072118710110.438,50511714745101.07,74388162356885.33,13139928347055.47,3031621747863.982,-28503972307926.105,-80910888345424.47,23849859600627.715,-3880826849346.4893,-3665762971834.691,54514190514840.01,1816.984693877551
32275549250932.258,2839993043878.4355,-82416690213506.03,-28468907710252.434,42204987450180.555,62154917482083.32,10979047425701.025,2533067024580.1494,-23816451273602.55,-67604971329962.875,19927714384572.02,-3242619033082.6167,-3062922643184.84,45549250225505.3,1814.480612244898
36354151109729.3,3198877747461.205,-92831535723636.86,-32066471236825.61,47538354223985.1,70009320046139.29,12366449452788.748,2853166009841.5386,-26826092358313.4,-76148087282248.31,22445942912010.066,-3652382945784.2856,-3449978606839.518,51305224967107.34,1840.3132653061225
61824098556989.19,5440031674497.939,-157869894564698.47,-54532443055433.445,80844025020235.67,119058290744731.0,21030461843686.977,4852111990641.231,-45620621580944.85,-129497917301943.17,38171711748833.47,-6211265627431.857,-5867055558077.741,87249988345966.5,1865.648979591837
29497038935721.01,2595506146622.0854,-75321671617026.12,-26018100416582.543,38571680170586.4,56804177315408.555,10033892441406.41,2315002474214.4595,-21766160596968.035,-61785051614546.836,18212193961128.8,-2963471237122.3257,-2799244331416.3237,41628044644256.79,1856.2714285714287
24053799859567.184,2116544121832.0657,-61422179261380.93,-21216847557437.945,31453851110012.188,46321812653033.664,8182287076561.206,1887803279927.0122,-17749540009806.09,-50383540698032.97,14851405019306.719,-2416606709999.9253,-2282685485650.8013,33946209301046.656,1870.5357142857144
30628054246286.55,2695026488902.617,-78209756821023.3,-27015721471838.242,40050647322918.13,58982239769179.99,10418625499150.02,2403767473388.469,-22600748284013.85,-64154097199256.055,18910510782210.01,-3077100527445.025,-2906576672490.7144,43224203640426.34,1834.651020408163
26904082051306.37,2367346389649.565,-68700470008076.96,-23730961885033.793,35181010618242.05,51810768335873.6,9151856450530.426,2111500715365.1335,-19852791951270.12,-56353795299494.586,16611239220494.082,-2702965110300.174,-2553174834773.241,37968704103211.3,1859.2632653061223
26092861627849.555,2295965454640.0645,-66628991211092.484,-23015418403544.812,34120221793335.76,50248553338540.93,8875906740357.72,2047833985679.8103,-19254184025098.594,-54654597666782.664,16110371579636.9,-2621464706051.804,-2476190708958.4927,36823859092612.336,1847.8591836734693
21225897187421.723,1867711088146.689,-54201035802741.65,-18722473361835.598,27755956063252.406,40875954859706.336,7220330506399.998,1665862320235.3774,-15662802310586.46,-44460162868787.945,13105388661714.871,-2132496533832.2188,-2014319833852.7312,29955298442053.965,1856.672448979592
27469670697347.36,2417113707799.884,-70144719204091.61,-24229843836485.984,35920600230694.96,52899955364497.83,9344250502112.615,2155889505121.158,-20270145405616.695,-57538487743228.41,16960447434792.414,-2759788035916.851,-2606848767367.9414,38766897473942.664,1876.4285714285716
28013291088522.69,2464948057509.5996,-71532872039700.4,-24709348673063.625,36631463397087.586,53946837083929.5,9529171735858.848,2198554186636.0894,-20671288232159.246,-58677165434346.98,17296091787632.574,-2814403901396.6416,-2658437882446.1216,39534088038114.63,1898.4397959183675
39836477572706.586,3505294973488.771,-101723772294666.5,-35138085353077.004,52092004060674.74,76715440264434.06,13551018835286.523,3126467796951.2295,-29395735852546.633,-83442233741415.61,24596016386896.55,-4002241020991.1035,-3780448461890.8066,56219699155644.18,1932.395918367347
40683619599053.84,3579836891464.1787,-103886977665392.45,-35885313975336.95,53199766320750.445,78346831353392.44,13839187831014.55,3192953562112.442,-30020850143433.918,-85216673757873.58,25119062133243.336,-4087350892431.4614,-3860841565348.6724,57415237836490.18,1949.908163265306
41502961262702.86,3651932348031.8877,-105979194153204.8,-36608020728399.85,54271174418336.91,79924685801585.81,14117900110121.479,3257257730508.2896,-30625451011125.074,-86932881792423.84,25624944401587.914,-4169667063765.0005,-3938596282780.052,58571544383887.77,1949.8938775510203
38437222753519.38,3382171611085.108,-98150727603960.55,-33903861266741.473,50262274250823.28,74020812637245.27,13075039729631.057,3016650616263.6367,-28363211440452.86,-80511327708155.48,23732082018718.016,-3861662779172.4653,-3647660327060.054,54244983446701.44,1928.1989795918369
30166261494355.6,2654392375540.7144,-77030554665765.48,-26608393574645.59,39446786019300.66,58092939040694.97,10261539328757.145,2367524927734.7896,-22259987087536.34,-63186818139696.04,18625388849370.848,-3030705333240.523,-2862752986095.0195,42572494068034.63,1926.5683673469389
29852198057684.77,2626757421409.9854,-76228582122669.72,-26331371490795.234,39036102800694.02,57488128009019.73,10154705532993.51,2342876194795.467,-22028235866510.785,-62528974710792.625,18431477612643.984,-2999153128211.764,-2832948602350.181,42129266790449.49,1913.354081632653
38182425250006.984,3359751516702.645,-97500094677245.38,-33679115333127.156,49929089637658.54,73530134843629.4,12988366346195.99,2996653558908.8237,-28175193988288.336,-79977624887174.08,23574763848663.082,-3836063868608.9663,-3623480208504.509,53885398266697.54,1927.5642857142857
35095706849515.465,3088144616904.7153,-89618056181345.05,-30956450345066.594,45892754867783.13,67585860020254.06,11938369371808.938,2754400071248.642,-25897473637104.527,-73512126224009.17,21668948519969.19,-3525951257640.7124,-3330553308679.376,49529230387723.914,1933.688775510204
55521291745079.61,4885434575862.077,-141775467532990.66,-48973001739234.62,72602186149062.89,106920606254029.73,18886460707565.2,4357451713086.637,-40969717206156.414,-116295940048854.52,34280204375847.613,-5578043263218.732,-5268924426481.57,78355077772269.64,1924.5928571428567
38461645125805.46,3384320472258.6313,-98213092537495.47,-33925403268054.21,50294209574600.8,74067845284997.52,13083347520154.693,3018567671041.5366,-28381233776908.895,-80562483795848.36,23747161923533.742,-3864115535630.3936,-3649977876296.6343,54279451988066.234,1913.0693877551016
26044175949232.3,2291681455455.5093,-66504670639274.93,-22972474742951.75,34056557920874.285,50154796440466.67,8859345526572.0,2044013050122.3704,-19218258497226.727,-54552619455630.15,16080312075526.287,-2616573322160.9805,-2471570404744.339,36755151088468.766,1911.7326530612245
33924419253527.57,2985080567844.5244,-86627134963535.75,-29923306815586.004,44361125434366.26,65330243321774.086,11539937120574.703,2662474580165.748,-25033169071674.26,-71058725521521.48,20945767194397.773,-3408275519527.0063,-3219398966782.606,47876237847789.805,1902.5285714285712
31161475138520.195,2741963188107.2812,-79571865251537.47,-27486229508823.457,40748172502685.945,60009479861522.25,10600077210604.178,2445631822708.278,-22994365281732.574,-65271410541930.28,19239858389047.64,-3130691181857.986,-2957197920342.17,43977000912196.91,1890.8938775510203
31140264834379.297,2740096989505.039,-79517703555327.75,-27467520965131.883,40720437455327.12,59968633690965.734,10592862169187.191,2443967038669.202,-22978713536313.26,-65226983145448.77,19226762037254.29,-3128560727613.352,-2955185033562.4116,43947066733326.49,1893.3653061224488
25420208617666.28,2236777218897.674,-64911349789666.914,-22422099318630.477,33240629541792.703,48953186258662.99,8647093019510.138,1995042591217.298,-18757826973145.465,-53245646041236.05,15695059580089.924,-2553885089529.3257,-2412356506869.553,35874570337576.984,1908.9357142857143
30113222683436.082,2649725462781.82,-76895117215130.92,-26561610260411.684,39377430348349.02,57990798409538.39,10243497250985.572,2363362107629.795,-22220848678480.453,-63075721635452.58,18592640797557.74,-3025377294435.2554,-2857719649364.701,42497641052321.53,1930.0673469387757
29248120610188.41,2573603269845.913,-74686050234384.06,-25798539927796.85,38246183044006.016,56324820581646.33,9949218849061.06,2295466727176.3516,-21582481283112.844,-61263662446205.82,18058505745321.574,-2938463217871.0747,-2775622218872.4395,41276755637209.0,1931.361224489796
37108423362875.45,3265247738762.0083,-94757595239245.39,-32731783177291.855,48524675127783.95,71461866500578.05,12623027322066.426,2912363253413.845,-27382677519788.42,-77728000140063.0,22911649204567.457,-3728162116269.184,-3521558343059.704,52369700925908.23,1939.2938775510204
28984160796738.816,2550376952140.786,-74012019994146.0,-25565712144739.703,37901017281538.36,55816497692274.58,9859428678824.447,2274750453647.0615,-21387702568186.42,-60710767361660.0,17895530321155.91,-2911944169617.5356,-2750572607367.175,40904239054431.52,1950.442857142857
41855175345409.43,3682924593892.613,-106878584242364.38,-36918694241649.15,54731746502780.56,80602964955233.34,14237711379658.676,3284900190599.3516,-30885352749379.242,-87670636525934.89,25842409166250.67,-4205053402898.074,-3972021173687.5693,59068609563001.4,1936.4530612244896
28218475221238.344,2483002553991.531,-72056816507968.1,-24890332828876.23,36899771286301.71,54341972104947.4,9598968397231.953,2214657588970.522,-20822695798696.51,-59106947738668.66,17422777717233.895,-2835017936609.011,-2677909755801.7134,39823656689316.984,1942.467346938776
30526613458514.46,2686100537810.8975,-77950724232719.28,-26926244819970.766,39917998932696.02,58786889158463.125,10384118754182.834,2395806064016.069,-22525893915328.574,-63941617566686.85,18847878464678.688,-3066909270763.17,-2896950145025.548,43081043624431.555,1930.033673469388
29244374883772.098,2573273733182.855,-74676485372553.61,-25795236070813.566,38241285170494.875,56317607229927.43,9947944685855.652,2295172713604.144,-21579717148950.86,-61255816727201.73,18056192852186.03,-2938087021386.871,-2775266734387.064,41271469245778.48,1932.4183673469388
26209039778212.32,2306188125928.969,-66925656220309.67,-23117894145660.977,34272141376750.977,50472284504220.336,8915426603944.754,2056952008748.6482,-19339913282058.57,-54897946544925.77,16182103120133.078,-2633136484529.5117,-2487215994872.9736,36987817280059.56,1921.692857142857
24737381698606.598,2176693880761.7563,-63167728112559.28,-21819806331150.28,32347733904151.496,47638226162565.88,8414818421826.725,1941452516105.6396,-18253961932717.246,-51815383848695.91,15273465271971.81,-2485283921785.9814,-2347556845080.9185,34910922211979.99,1905.6755102040815
27746678700251.66,2441488229552.6406,-70852068361847.95,-24474180974358.67,36282828672744.53,53433405893354.33,9438479222745.066,2177629775086.4194,-20474552334612.953,-58118713992427.36,17131478866134.771,-2787618162375.234,-2633136650540.422,39157828148313.305,1894.6061224489797
24153275321702.582,2125297206335.8318,-61676193170661.5,-21304590733419.785,31583929917915.78,46513378389318.32,8216125255464.886,1895610340500.0405,-17822943874039.016,-50591903988160.27,14912823480155.307,-2426600752375.3457,-2292125641079.3813,34086595085257.117,1890.8755102040816
31971395684958.59,2813230019781.9746,-81640023823989.9,-28200626736415.496,41807262648081.95,61569191078125.95,10875584695733.146,2509196211744.742,-23592013074884.61,-66967885752661.84,19739922183875.92,-3212061951838.725,-3034058716171.428,45120009493798.42,1920.3102040816325
49241102845516.19,4332827697652.003,-125738796115449.39,-43433510805088.55,64389923470834.16,94826478484828.89,16750153446189.682,3864566573138.7754,-36335502849874.86,-103141338628704.4,30402661929832.11,-4947093247659.564,-4672939571205.747,69492087209308.17,1926.20612244898
41688523077988.98,3668260306789.8286,-106453032374268.19,-36771697014965.32,54513823398582.266,80282033074228.11,14181021961675.746,3271821125377.417,-30762379012338.723,-87321562844455.58,25739514968492.863,-4188309812125.7583,-3956205827326.707,58833420904599.15,1954.348979591837
35421325085978.305,3116796325744.4946,-90449534137188.08,-31243664497008.984,46318547610746.97,68212922794421.445,12049133743003.92,2779955674003.5405,-26137751260452.926,-74194172319303.17,21869994043869.66,-3558664396659.0176,-3361454035637.4927,49988764646506.72,1964.7183673469387
89796738439195.14,7901402658800.357,-229298961279785.34,-79205934634753.77,117422330783937.67,172926842545813.3,30545805280754.426,7047475588314.841,-66261912625283.984,-188089933204518.56,55442704317635.18,-9021585700706.604,-8521635940450.764,126726705659644.5,1947.494897959184
32783244845328.203,2884666270813.744,-83713108537967.1,-28916724856260.805,42868873567441.305,63132617169493.63,11151748322056.824,2572912365387.394,-24191085138296.87,-68668400519305.33,20241178226205.297,-3293625329391.454,-3111102443036.5425,46265742377795.69,1965.6122448979595
33639374708560.574,2959998981273.999,-85899263871212.52,-29671881061514.215,43988388453510.5,64781316118242.29,11442974609349.52,2640103455787.8613,-24822831538623.82,-70461665926538.97,20769773307212.043,-3379638338508.0444,-3192348499225.3623,47473964694220.0,1986.6938775510205
32670174972598.633,2874717072420.8267,-83424379879374.34,-28816990609153.477,42721018481548.57,62914871230113.84,11113285703217.709,2564038161256.968,-24107649262673.39,-68431561896502.74,20171365575067.926,-3282266082689.6724,-3100372295243.953,46106169863874.87,1982.2020408163264
28624747354968.375,2518751389933.8823,-73094246068320.25,-25248688617909.414,37431031731833.62,55124354312299.42,9737168425094.89,2246542814019.4155,-21122487909832.742,-59957933355514.37,17673619784603.973,-2875834927834.6714,-2716464607196.243,40397012873064.516,1990.2030612244896
39356190723135.37,3463033495011.68,-100497344080890.88,-34714444468919.64,51463958776356.03,75790523903858.42,13387641562751.383,3088773743097.064,-29041327570590.42,-82436215865408.22,24299475789887.9,-3953987978180.0996,-3734869571794.0874,55541889171725.01,1993.138775510204
29674342311831.945,2611107425605.265,-75774421636361.42,-26174492251958.96,38803530104038.32,57145620784157.9,10094205034012.299,2328917697360.5938,-21896994565856.12,-62156434485113.85,18321665473828.83,-2981284306578.4556,-2816070259289.2217,41878266162014.97,1996.148979591837
30748716310249.035,2705643851743.6807,-78517871375140.44,-27122152492187.992,40208430810597.64,59214605759741.75,10459670638371.562,2413237286024.026,-22689785875687.48,-64406838405533.22,18985010255088.01,-3089223194095.0244,-2918027428917.3984,43394489109765.16,1971.6479591836733
29586890618149.29,2603412367578.0425,-75551110830099.2,-26097354792423.57,38689174213470.805,56977209955872.89,10064456942261.275,2322054281316.2563,-21832463118307.844,-61973256469513.94,18267670718039.027,-2972498300409.6465,-2807771114888.5483,41754849035709.49,1969.3346938775512
26955892655121.785,2371905414043.0073,-68832769712335.055,-23776661955955.438,35248760924892.99,51910542830928.63,9169480641245.115,2115566821793.5662,-19891023163250.266,-56462318829807.98,16643227895198.54,-2708170718988.057,-2558091611176.7485,38041821691790.56,1959.1755102040815
23174058722881.44,2039133889227.9539,-59175731191938.336,-20440864897997.46,30303461370826.562,44627643745322.25,7883028998334.999,1818758982587.5435,-17100370237033.344,-48540818600037.61,14308231296376.37,-2328221953052.7334,-2199198750870.613,32704664421358.89,1963.0744897959185
27606815856708.797,2429181432415.612,-70494924012511.73,-24350813910714.004,36099937616325.15,53164063930858.31,9390902655884.146,2166653012129.296,-20371346174338.105,-57825754654408.47,17045124177320.715,-2773566591785.217,-2619863655401.694,38960445283775.23,1973.6244897959184
30530302339467.066,2686425132380.473,-77960144327317.6,-26929498729877.89,39922822562982.45,58793993403269.086,10385373649773.617,2396095685892.654,-22528616201023.07,-63949344436053.89,18850156354507.8,-3067279682376.425,-2897300026700.26,43086250352082.84,1970.7285714285715
30258036612028.37,2662467951920.808,-77264904197590.69,-26689344527360.953,39566795746906.17,58269674928383.73,10292758016263.822,2374727425353.069,-22327708214721.566,-63379051557001.984,18682052326327.023,-3039926389120.339,-2871462418105.4736,42702011092246.125,1973.3295918367344
29297211060025.734,2577922886306.8354,-74811404441416.0,-25841840650224.78,38310376095761.086,56419357051570.16,9965917776796.197,2299319467610.141,-21618705586417.5,-61366488373103.875,18088815324194.08,-2943395209829.0674,-2780280803180.3105,41346035176066.34,1979.3061224489795
23466342357495.426,2064852527539.7332,-59922086929241.36,-20698675964650.95,30685664829255.79,45190511282196.82,7982453951085.624,1841698100026.3726,-17316049178451.758,-49153041237378.51,14488694296033.844,-2357586821572.767,-2226936271951.953,33117152847615.61,1982.4714285714288
24351912668362.387,2142775746252.7725,-62183420123097.92,-21479800425606.418,31843677291501.29,46895905904048.84,8283694939909.126,1911199871725.5967,-17969520278088.434,-51007973480605.516,15035466941836.242,-2446557291789.2207,-2310976144167.092,34366924206408.492,1988.841836734694
24032909394769.324,2114705957335.0403,-61368834693791.24,-21198420994162.79,31426533903660.645,46281582624560.01,8175180845479.361,1886163710621.0552,-17734124633237.86,-50339783198153.39,14838506603241.945,-2414508005784.2725,-2280703001620.565,33916727201379.016,1998.515306122449
51351793053681.9,4518551710512.121,-131128514175156.58,-45295262131268.31,67149958367511.37,98891158676626.33,17468138755153.502,4030219044300.738,-37893002637039.14,-107562429718053.14,31705854245934.52,-5159147139884.588,-4873242001464.041,72470824683882.92,1982.519387755102
29694653596226.125,2612894720007.0757,-75826287457634.16,-26192408140003.566,38830090270212.12,57184735656374.24,10101114284466.838,2330511797940.8623,-21911982455229.137,-62198979178696.93,18334206083881.676,-2983324923208.6626,-2817997700874.317,41906930906649.23,1994.9234693877552
